id,name,ti,price,time,iced,link,date_added,archived
6884892,Gigabyte RTX 3080 Gaming OC 10G eladó!,False,149990,2025-01-31 11:23:00,True,https://hardverapro.hu/apro/gigabyte_rtx_3080_gaming_oc_10g_elado/friss.html,2025-01-31 11:16:38,True
6884973,GeForce RTX 3080 TURBO 10G,False,155000,2025-01-31 12:26:00,False,https://hardverapro.hu/apro/geforce_rtx_3080_turbo_10g_2/friss.html,2025-01-31 13:14:24,True
6885773,Asus Rog Strix RTX3080 10Gb White,False,160000,2025-01-31 20:33:00,True,https://hardverapro.hu/apro/asus_rog_strix_rtx3080_10gb_white_2/friss.html,2025-01-31 20:18:24,True
6885908,Nvidia RTX 3080 TI Founders Edition,True,225000,2025-01-31 22:53:00,False,https://hardverapro.hu/apro/nvidia_rtx_3080_ti_founders_edition_5/friss.html,2025-01-31 22:14:46,True
6885843,GeForce RTX 3080 Ti GAMING OC 12G,True,235000,2025-01-31 21:39:00,True,https://hardverapro.hu/apro/geforce_rtx_3080_ti_gaming_oc_12g/friss.html,2025-01-31 22:14:46,True
6885815,MSI RTX 3080 SUPRIM X 10G videokártya garanciával,False,175000,2025-01-31 21:20:00,True,https://hardverapro.hu/apro/msi_rtx_3080_suprim_x_10g_videokartya_garanciaval/friss.html,2025-01-31 22:14:46,True
6886323,EVGA GeForce RTX 3080 FTW3 ULTRA GAMING LHR 10GB GDDR6X,False,160000,2025-02-01 11:15:00,True,https://hardverapro.hu/apro/evga_geforce_rtx_3080_ftw3_ultra_gaming_lhr_10gb_g/friss.html,2025-02-01 10:17:59,True
6886945,ZOTAC GeForce Trinity RTX 3080 10GB OC GDDR6X,False,170000,2025-02-01 16:34:00,False,https://hardverapro.hu/apro/zotac_geforce_trinity_rtx_3080_10gb_oc_gddr6x_4/friss.html,2025-02-01 16:12:45,True
6886849,"Gigabyte Gaming OC RTX 3080 10GB LHR - Dobozában, tartozékaival együtt!",False,164990,2025-02-01 15:44:00,False,https://hardverapro.hu/apro/gigabyte_gaming_oc_rtx_3080_10gb_lhr_dobozaban_tar/friss.html,2025-02-01 16:12:45,True
6887111,MSI RTX 3080 TRIO Z,False,175000,2025-02-01 18:05:00,True,https://hardverapro.hu/apro/msi_rtx_3080_trio_z/friss.html,2025-02-01 18:24:34,True
6887351,MSI RTX 3080 Ti GAMING X TRIO 12G videokártya garanciával,True,215000,2025-02-01 22:36:00,True,https://hardverapro.hu/apro/msi_rtx_3080_ti_gaming_x_trio_12g_videokartya_gara/friss.html,2025-02-01 22:15:09,True
6887309,EVGA 3080 10Gb,False,190000,2025-02-01 21:42:00,True,https://hardverapro.hu/apro/evga_3080_10gb_3/friss.html,2025-02-01 22:15:09,True
